Respondent_Serial,Wavemarker,Weightvar,resp_gender,resp_age,census_region,state,urb_rur,gender,gender_other,sexual_orientation,sexual_other,hurricane_type,flood_type,wildfire_type,tornado_type,earthquake_type,ice_storm_type,hazardous_type,other_type,none_type,concern_disaster,prepared_disaster,ever_evacuate,long_away,evacuated_pet_owner,dog_left_behind,cat_left_behind,horse_left_behind,small_left_behind,livestock_left_behind,none_left_behind,pet_friendly_accom_reason,transportation_reason,carrier_reason,time_reason,financal_reason,fine_reason,not_home_reason,behaviour_reason,other_reason,other_text_reason,disaster_plan,dog_current_own,cat_current_own,horse_current_own,small_current_own,livestock_current_own,would_bring_pet,secured_transportation,secured_emergency_housing,travel_carrier,food_water,litter,pet_id,medication,other_supplies,none_supplies,none,microchip_have,id_have,none_have,support_gov_fund,advice_pet,living_situation,marital,household_income,education,race,white_race,black_race,native_race,asian_race,pacific_islander_race,other_race,perfer_not_race,hispanic_ethnicity,household_grou,age_children,num_children
710,3,1.33,Male,73,West,Nevada,Rural,Man,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,none,Own a house,Married,"$80,000-$89,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
711,3,0.6,Male,64,Northeast,New Jersey,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,4,0,0,0,Some but not all,No,No,Yes,Yes,Yes,No,No,No,No,,No,Yes,No,Not sure,"Keep meds, food and carrying crates in an easily accessable area of your home",Live with parents/relatives,"Single, never married","$30,000-$34,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
713,3,1.27,Male,71,South,North Carolina,Suburban,Man,,Straight/heterosexual,,Yes,No,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,,No,Yes,No,Yes,Take your pet with you.,Own a house,Widowed,"$125,000-$149,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
714,3,0.67,Female,66,South,South Carolina,Rural,Woman,,Straight/heterosexual,,No,Yes,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,0,3,0,0,0,Not sure,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,not sure,Own a house,Married,"$40,000-$44,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
715,3,1.27,Female,19,South,Texas,Suburban,Nonbinary/Genderqueer/Agender,,Queer,,No,No,No,Yes,No,No,No,No,No,Somewhat not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,I’m not sure,Live with parents/relatives,"Single, never married","Less than $5,000",Regular High School Diploma,Black or African-American (not Hispanic or Latino),Yes,Yes,No,No,No,No,No,No,About half of it,None Under 18,0
716,3,1.08,Female,42,Midwest,Ohio,Urban,Woman,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,3,0,0,0,0,Yes,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,Yes,keep them as close as possible to you,Own a house,Married,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
717,3,0.49,Female,20,South,South Carolina,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,2,2,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,Yes,No,Yes,Prepare with adequate cages and/or leashes/harnesses. Identification on pet collars and your pets items should be the most important thing.,Live with parents/relatives,"Single, never married","$65,000-$69,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,None,None Under 18,0
718,3,0.69,Female,67,Midwest,Ohio,Urban,Woman,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Take care of your pets.,Rent,"Single, never married","$55,000-$59,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
720,3,0.82,Female,80,South,Florida,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,,2,,,Some but not all,No,No,No,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,plan well in advance if you are in a disaster area,Own a house,Widowed,"$20,000-$24,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
723,3,0.44,Male,49,Northeast,Pennsylvania,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Not sure,no idea,Prefer not to answer,"Single, never married","$55,000-$59,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,None Under 18,0
724,3,1.42,Female,29,South,Texas,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,Make sure you have food and water as well as a carrier for pet to be transported in.,Live with parents/relatives,"Single, never married","$30,000-$34,999",Regular High School Diploma,Hispanic or Latino (all other races/multiple races),No,No,No,Yes,No,No,No,Yes,Less than half of it,None Under 18,0
726,3,0.62,Male,42,Midwest,Ohio,Rural,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,I do not know.,Own a house,"Single, never married","Less than $5,000",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
727,3,0.59,Male,63,West,Colorado,Suburban,Man,,Straight/heterosexual,,No,No,Yes,Yes,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,Get out early,Own a house,Divorced or separated,"$55,000-$59,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
729,3,0.88,Male,21,Midwest,Missouri,Suburban,Nonbinary/Genderqueer/Agender,,Queer,,No,Yes,No,Yes,No,Yes,No,No,No,Neither concerned nor not concerned,Very prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Have multiple back up friendly pet locations,Rent,"Single, never married","$10,000-$14,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
730,3,0.81,Male,34,South,North Carolina,Rural,Transgender,,Straight/heterosexual,,Yes,No,No,Yes,Yes,No,No,No,No,Very concerned,Very prepared,Yes,more than two weeks,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,Yes,1,1,0,0,0,Yes,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,Yes,To have a place to take their pets,Own a house,"Single, never married","$10,000-$14,999",Grade 12 (no diploma),White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
732,3,1.27,Female,28,South,Louisiana,Rural,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Not concerned at all,Very prepared,Yes,4-7 days,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,I don’t know,Own a house,"Single, never married","Less than $5,000","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,Under 6 only,1
733,3,0.64,Female,71,South,Kentucky,Rural,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,0,2,0,15,Some but not all,Yes,No,No,Yes,No,Yes,No,Yes,No,"disaster bag with RTE food- 2 wks. 1st aid kit6, human meds, clean clothes, blankets, wipes to wash with, small stove, water purifier",No,Yes,No,Not sure,"Be sure your pet can be identified, include phone #. Bring food & water for them & any meds & treats. If they have a special blanket and/or toy, take it. Have as much as possible of this pre-packed & ready to go.",Own a house,Married,"$50,000-$54,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
734,3,1.48,Female,63,West,California,Rural,Woman,,Straight/heterosexual,,No,No,Yes,No,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,3,0,0,0,0,Yes,No,No,No,Yes,No,No,No,No,No,,Yes,No,No,Yes,make sure you have all medication if your pet is on medication,Rent,Married,"$90,000-$99,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
735,3,1.33,Male,72,West,New Mexico,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,it is your pet yoou take carae of it,Own a house,Widowed,"$80,000-$89,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
736,3,1.38,Male,75,Midwest,Illinois,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,bring food and water and money,Own a house,Married,"$90,000-$99,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
737,3,0.57,Male,53,Northeast,New York,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,Be safe,Rent,Married,"$20,000-$24,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
739,3,0.44,Male,36,South,Florida,Urban,Man,,Straight/heterosexual,,Yes,No,No,Yes,No,No,No,No,No,Not concerned at all,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,4,,2,,Yes,No,Yes,Yes,No,No,No,No,No,No,,No,No,Yes,No,There part of your family so don’t leave them behind.,Rent,Married,"$65,000-$69,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,6-12 Only,1
741,3,0.48,Female,45,Midwest,Michigan,Rural,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,0,9,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,Make sure you have enough food and water,Rent,Married,"$50,000-$54,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
742,3,1.42,Female,71,South,Texas,Suburban,Woman,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,Have food ready to take with you,Own a house,Married,"$100,000-$124,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
745,3,0.48,Female,54,Midwest,Ohio,Rural,Woman,,Straight/heterosexual,,No,No,No,Yes,Yes,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Not sure,don't know,Own a house,Married,"$70,000-$74,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,1
746,3,0.47,Female,40,South,Virginia,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,1,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,,No,Yes,No,Yes,Always have a place for them to go.,Rent,"Single, never married","$30,000-$34,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
748,3,1.54,Female,62,Midwest,Iowa,Urban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,"have a pan, have a relative lined up to help with pet cares",Own a house,Married,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
749,3,1.48,Female,79,West,California,Urban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Have the carrier at hand at all times.,Own a condo/co-op,Married,"$90,000-$99,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
750,3,1.08,Male,54,Midwest,Michigan,Suburban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,Yes,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,2,0,0,0,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Yes,Yes,No,No,Make sure medications and vaccinations are up to date,Own a house,Married,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,13-17 Only,1
752,3,0.99,Female,41,South,Alabama,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,No,No,No,Yes,No,No,No,No,No,,No,Yes,No,Not sure,Make sure to remember your pet and it's needs.,Own a house,Married,"$100,000-$124,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,6-12 Only,1
754,3,0.64,Female,66,South,Virginia,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,No,No,No,No,Yes,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,Not sure,Always try to take and keep your pets with you,Own a house,Married,"$55,000-$59,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
755,3,2.2,Female,19,South,Texas,Rural,Woman,,Bisexual,,No,No,No,No,No,No,No,Yes,No,Neither concerned nor not concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,,1,,,,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Not sure,always be prepared,Live with parents/relatives,"Single, never married","$75,000-$79,999",Regular High School Diploma,Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,None,All 3,4
756,3,0.85,Female,69,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Very concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Do not abandon your pets. Drop them off at a shelter if you are unable to take care of them,Own a house,Living with partner,"$20,000-$24,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
758,3,0.6,Male,62,Northeast,Pennsylvania,Rural,Man,,Straight/heterosexual,,No,Yes,No,No,No,No,No,No,No,Very concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,1,0,0,0,Yes,No,No,No,No,No,Yes,No,No,No,,No,Yes,No,Yes,No,Own a house,"Single, never married","$25,000-$29,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
759,3,0.73,Male,31,Northeast,Connecticut,Suburban,Nonbinary/Genderqueer/Agender,,Pansexual/omnisexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,2,0,3,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,No,No,Yes,Practice placing into travel crates/carriers.,Rent,Divorced or separated,"$35,000-$39,999",Regular High School Diploma,"Native American, Alaska Native, Aleutian",No,No,Yes,No,No,No,No,No,All of it,13-17 Only,1
761,3,0.56,Female,32,Midwest,Nebraska,Rural,Woman,,Straight/heterosexual,,No,No,Yes,Yes,No,No,No,No,No,Somewhat not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,No,No,No,No,Yes,No,No,No,,Yes,Yes,No,Not sure,Pack a leash,Own a house,Married,"$35,000-$39,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,Under 6 only,1
762,3,0.7,Female,68,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,No,No,Yes,Yes,No,Yes,No,No,No,,Yes,Yes,No,Yes,make sure you are ready to leave having all the pets items you will be taking right by the path of leaving,Own a house,Divorced or separated,"$25,000-$29,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
763,3,1.73,Male,22,Northeast,New York,Rural,Man,,Straight/heterosexual,,No,Yes,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Have a bag ready with their food and bed,Own a house,"Single, never married","$50,000-$54,999","1 or more years of college credit, no degree",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,None Under 18,0
764,3,0.49,Male,48,West,Colorado,Urban,Man,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Not concerned at all,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,0,0,0,0,0,Yes,No,No,Yes,No,No,No,No,No,No,,No,Yes,No,No,Teach your Dog to drive.,Rent,"Single, never married","$45,000-$49,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
767,3,0.64,Female,79,South,South Carolina,Rural,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,4-7 days,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Safety,Own a house,Widowed,"$55,000-$59,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
770,3,1.54,Female,26,Midwest,Illinois,Urban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,2,,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,Yes,Yes,Make a list,Rent,Married,"$30,000-$34,999","Associate's degree (AA, AS, etc.)",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,All of it,Under 6 only,1
771,3,2.09,Male,24,Northeast,New York,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,Not sure,Rent,"Single, never married","$200,000-$249,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,Less than half of it,None Under 18,0
776,3,0.99,Female,36,South,Florida,Rural,Woman,,Straight/heterosexual,,No,No,Yes,No,No,Yes,No,No,No,Very concerned,Very prepared,Yes,4-7 days,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,2,0,10,2,40,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,Yes,Always make sure your pet has proper identification cards and shots are up to date,Own a house,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,Under 6 only,1
777,3,0.85,Female,74,West,Idaho,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Somewhat not concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Have a plan where to go,Own a house,Divorced or separated,"$20,000-$24,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
778,3,1.35,Female,56,South,North Carolina,Rural,Woman,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,1,3,,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,,Yes,No,No,Yes,Be ready,Own a house,Married,"$30,000-$34,999","Bachelor's degree (BA, BS, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
780,3,1.27,Male,76,Northeast,Pennsylvania,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Not concerned at all,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,"Think about it and plan accordingly. If you cannot deal with a disaster with your pet, don't have a pet.",Own a house,Divorced or separated,"$90,000-$99,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
782,3,0.82,Female,63,South,Florida,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,0,5,0,2,0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,,No,Yes,No,Not sure,Have enough  food and water,Other,Widowed,"$15,000-$19,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
783,3,1.88,Female,29,Midwest,North Dakota,Rural,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,They're just as scared and frightened as you are,Rent,"Single, never married","Less than $5,000",Grade 9 to 11,Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,Almost all of it,None Under 18,0
784,3,0.99,Female,51,South,Florida,Urban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,2,,,,,Yes,No,No,Yes,Yes,No,Yes,No,No,No,,No,Yes,No,Not sure,Get your shit together,Rent,Married,"$80,000-$89,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
785,3,1.54,Female,89,Midwest,Wisconsin,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,none,Own a house,Married,"$150,000-$199,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
787,3,2.32,Male,31,West,Arizona,Rural,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,Got have extra food,Own a house,"Single, never married","$15,000-$19,999",Regular High School Diploma,Hispanic or Latino (all other races/multiple races),No,No,Yes,No,No,No,No,Yes,All of it,6-12 Only,1
791,3,1.39,Male,74,South,Alabama,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,You made the decision to purchase a pet.  It is your responsibility.  Don't let taxpayers pay for your pet in a disaster.,Own a house,Widowed,"$80,000-$89,999","Master's degree (MA, MS, MBA, etc.)",Other,No,No,No,No,No,Yes,No,No,All of it,None Under 18,0
792,3,0.99,Male,37,South,Alabama,Suburban,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,No,Pack treats to keep them calm,Own a house,Married,"$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,6-12 Only,2
793,3,1.62,Female,76,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,Yes,No,Yes,No,No,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,"Food, water, for me",Yes,Yes,No,Yes,"Prepare for everything!   Already have suitcase, water, food for animal.  Pre-determine what may and may not be available.",Own a house,Widowed,"$150,000-$199,999","Doctorate degree (PhD, EdD, etc.)","Native American, Alaska Native, Aleutian",No,No,Yes,No,No,No,No,No,All of it,None Under 18,0
